游戏名称,上架平台,游戏类型,上架时间,开发者,备注,访问链接
装扮爱豆,手机和平板,休闲益智,2025/08/04,厦门易聚网络科技有限公司,08/06新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.melemoe.zhuangbanad.huawei
奇妙毛球乐园,手机(平板可下载),经营策略,2025/08/03,厦门梅普露网络科技有限公司,08/07新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.maple.maoqiu.huawei
指尖激斗,手机(平板可下载),动作射击,2025/08/03,深圳市欧珀互动娱乐有限公司,08/06新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.oupo.zjjd.hm.huawei
公主美甲模拟器,手机和平板,休闲益智,2025/08/03,厦门市喵露丽科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.mll.meijiagz.huawei
美美公主的城堡,手机(平板可下载),休闲益智,2025/08/03,厦门梅普露网络科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.maple.mmcb.huawei
南宁麻将,手机和平板,棋牌桌游,2025/08/03,长沙随便玩网络科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.suibianwan.nnmj.nextos.huawei
史上最强大脑,手机(平板可下载),休闲益智,2025/08/02,深圳市欧珀互动娱乐有限公司,08/06新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.oupo.sszqdn.hm.huawei
比比谁最强,手机(平板可下载),休闲益智,2025/08/02,深圳市欧珀互动娱乐有限公司,08/06新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.oupo.bbszq.hm.huawei
秦皇汉武,手机和平板,经营策略,2025/08/02,湛江市杰游网络科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.qhhws.huawei
公主换装大作战,手机和平板,休闲益智,2025/08/02,厦门易聚网络科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.melemoe.gongzhuhz.huawei
小小美食厨师长,手机(平板可下载),经营策略,2025/08/02,深圳市星梦游科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.xmy.xxmscs.hm.huawei
化妆我最美,手机(平板可下载),休闲益智,2025/08/02,深圳市益欣网络科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.xplay.hzwzm.hm.huawei
随便玩王麻将,手机和平板,棋牌桌游,2025/08/02,长沙随便玩网络科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.suibianwan.sbwwmj.nextos.huawei
迷你球世界杯,手机(平板可下载),体育竞速,2025/08/02,深圳市引力乐园科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.ylly.mnqsjb.hm.huawei
随便玩南昌麻将,手机和平板,棋牌桌游,2025/08/02,长沙随便玩网络科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.suibianwan.sbwncmj.nextos.huawei
次元换装日记,手机和平板,休闲益智,2025/08/02,厦门喵千层科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.melemoe.ciyuan.huawei
脑洞小侦探,手机(平板可下载),休闲益智,2025/08/02,深圳市海氪斯科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.hks.ndxzt.hm.huawei
转转麻将随便玩,手机和平板,棋牌桌游,2025/08/02,长沙随便玩网络科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.suibianwan.zzmjsbw.nextos.huawei
勇者的荣耀,手机(平板可下载),经营策略,2025/08/02,深圳市星梦游科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.xmy.yzdry.hm.huawei
老六大排档,手机(平板可下载),经营策略,2025/08/01,广州乐顽科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.urban.nostalgia.huawei
乐动的球球,手机和平板,休闲益智,2025/08/01,深圳市益欣网络科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.xplay.yddqq.hm.huawei
随便玩扯胡子,手机和平板,棋牌桌游,2025/08/01,长沙随便玩网络科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.suibianwan.sbwchz.nextos.huawei
我爱清洁,手机(平板可下载),休闲益智,2025/08/01,深圳市时间坊贸易有限公司,,https://appgallery.huawei.com/app/detail?id=com.sjf.waqj.app.huawei
口袋指挥军,手机(平板可下载),经营策略,2025/08/01,广州乐顽科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.pocket.command.army.huawei
次元换装少女,手机和平板,休闲益智,2025/07/31,厦门米乐萌科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.melemoe.ciyuanhuanz.huawei
机器人拼图,手机(平板可下载),休闲益智,2025/07/31,南京米豆游信息科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.midouyou.jqrptt.huawei
随便玩红拐弯,手机和平板,棋牌桌游,2025/07/31,长沙随便玩网络科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.suibianwan.sbwhgw.nextos.huawei
叶罗丽梦幻小镇,手机和平板,休闲益智,2025/07/31,厦门喵德琳网络科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.mdl.yllmhxzhm.huawei
来掼蛋,手机和平板,棋牌桌游,2025/07/31,杭州边锋网络技术有限公司,,https://appgallery.huawei.com/app/detail?id=com.laiguandan.hap
脑洞冒险王,手机和平板,休闲益智,2025/07/31,深圳市益欣网络科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.xplay.ndmxw.hm.huawei
随便玩关牌,手机和平板,棋牌桌游,2025/07/31,长沙随便玩网络科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.suibianwan.sbwgp.nextos.huawei
星选造型师,手机和平板,休闲益智,2025/07/31,厦门易聚网络科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.melemoe.xingxzxs.huawei
开个小客栈,手机(平板可下载),经营策略,2025/07/31,广州乐顽科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.inncozy.stay.huawei
鸡蛋工厂大亨,手机和平板,休闲益智,2025/07/31,厦门很稳网络科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.hw.jdgcdh.hm.huawei
萌萌猫咪乐园,手机和平板,休闲益智,2025/07/31,厦门梅普露网络科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.maple.moecat.huawei
随便玩歪胡子,手机和平板,棋牌桌游,2025/07/31,长沙随便玩网络科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.suibianwan.sbwwhz.nextos.huawei
贴纸女孩儿,手机(平板可下载),休闲益智,2025/07/31,深圳乐乐无限科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.llwx.tznhehap.huawei
射击飞天鸭,手机(平板可下载),动作射击,2025/07/31,南京兄游信息科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.bthgame.sjfty.huawei
随便玩争上游,手机和平板,棋牌桌游,2025/07/31,长沙随便玩网络科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.suibianwan.sbwzsy.nextos.huawei
开心连又连,手机(平板可下载),休闲益智,2025/07/31,广州乐顽科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.happy.again.link.huawei
帝国：权杖与文明,手机和平板,经营策略,2025/07/30,湖南草花互动科技股份有限公司,,https://appgallery.huawei.com/app/detail?id=com.hnxuanyou.dgwmyqz
天天台球,手机和平板,体育竞速,2025/07/30,北京喜云网络科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.xianqu.szyg.hm.huawei
卧龙吟,手机(平板可下载),角色扮演,2025/07/30,上海乐多趣科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.uqee.lying.huawei
侦探小画家,手机(平板可下载),休闲益智,2025/07/30,广州乐顽科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.artclue.detectivekid.huawei
同城游长沙麻将,手机和平板,棋牌桌游,2025/07/30,浙江畅唐网络股份有限公司,,https://appgallery.huawei.com/app/detail?id=com.uc108.mobile.zzmk.hm
解压小串串,手机(平板可下载),经营策略,2025/07/30,广州乐顽科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.decompress.snacks.huawei
随机冲突：土豆英雄,手机和平板,经营策略,2025/07/29,深圳市梦作坊科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.iplay.potatoclash.wm.huawei
时尚美甲小屋,手机和平板,休闲益智,2025/07/29,厦门喵卡龙网络科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.mkl.meijia.huawei
麻将爱消除,手机(平板可下载),休闲益智,2025/07/29,长沙齐游网络科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.qy.mjaxc.hap.huawei
元游围棋,手机和平板,棋牌桌游,2025/07/29,上海元游网络科技有限公司,,https://appgallery.huawei.com/app/detail?id=onyuan.weiqi.hm.huawei
五子棋好友对弈大赛,手机和平板,棋牌桌游,2025/07/28,沈阳纵艺科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.zykeji.wzqhy.huawei
奥特曼：超时空英雄,手机和平板,角色扮演,2025/07/28,上海中顺恒芯网络科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.zshx.atm.huawei
雪山摩托,手机(平板可下载),休闲益智,2025/07/28,南京米豆游信息科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.midouyou.xsmt.huawei
时尚换装少女,手机和平板,休闲益智,2025/07/28,厦门喵千层科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.melemoe.shis.huawei
俄罗斯方块经典消除,手机(平板可下载),休闲益智,2025/07/28,株洲花与叶网络科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.hyy.tetrisjdxc.hap.huawei
高尔夫世界,手机(平板可下载),体育竞速,2025/07/28,南京兄游信息科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.bthgame.gefsj.huawei
指尖钢琴,手机和平板,休闲益智,2025/07/25,深圳市益欣网络科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.xplay.zjgq.hm.huawei
魔王终局,手机和平板,休闲益智,2025/07/24,厦门乐禧科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.MiniWhale.EndOfBoss
龙迹之城,手机和平板,角色扮演,2025/07/24,上海德寒科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.tanwan.ljzclydh.hos.huawei
冰箱整理大师,手机(平板可下载),休闲益智,2025/07/24,广州嘿游互娱网络科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.heigame.bxzlds.huawei
火影忍者：木叶高手,手机和平板,角色扮演,2025/07/23,深圳市中手游网络科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.cmge.trunknaruto.har
猫咪在哪里,手机和平板,休闲益智,2025/07/23,深圳市火星人互动娱乐有限公司,,https://appgallery.huawei.com/app/detail?id=com.martian.mmznl.hm
无尽冬日,手机和平板,经营策略,2025/07/22,上海青笛科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.gof.china
同城游军棋,手机和平板,棋牌桌游,2025/07/22,浙江畅唐网络股份有限公司,,https://appgallery.huawei.com/app/detail?id=com.uc108.mobile.sgdz.hm
甜心合伙人,手机和平板,经营策略,2025/07/22,芜湖益炫网络科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.whyx.tiancan.hongmeng
同城游天王,手机和平板,棋牌桌游,2025/07/19,浙江畅唐网络股份有限公司,,https://appgallery.huawei.com/app/detail?id=com.uc108.mobile.mztw.hm
围棋,手机(平板可下载),棋牌桌游,2025/07/19,武汉市多比特信息科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.pdragon.weiqi.harm
飞行棋,手机(平板可下载),棋牌桌游,2025/07/18,武汉市多比特信息科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.wedobest.feixingqi.harm
茶叶蛋大冒险,手机和平板,休闲益智,2025/07/18,成都嘉游信息技术有限公司,,https://appgallery.huawei.com/app/detail?id=com.ultralisk.game152.hm.huawei
挪车来通关,手机和平板,休闲益智,2025/07/17,武汉觅趣科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.hnczr.ncltg.harm
青鸾繁华录,手机(平板可下载),经营策略,2025/07/17,南京仙地信息技术有限公司,,https://appgallery.huawei.com/app/detail?id=com.hdg4.ql.huawei
盗墓笔记,手机和平板,角色扮演,2025/07/17,广东星辉天拓互动娱乐有限公司,,https://appgallery.huawei.com/app/detail?id=com.rastar.hmdmbj.huawei
星之旅人,手机、平板和电脑,角色扮演,2025/07/17,厦门星之旅人网络科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.m2.xzlr.hwhm
欢乐桌球,手机(平板可下载),体育竞速,2025/07/16,成都嘉谊互娱科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.jyhycn.eightballblitz.cn.hm.huawei
火柴人战争,手机和平板,经营策略,2025/07/15,成都蚁聚互联科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.yrtgame.stickwarer
黑子的篮球：街头对决,手机和平板,体育竞速,2025/07/15,成都德意扬帆科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.dyyfgame.heizi.huawei
斗笠江湖,手机和平板,角色扮演,2025/07/11,上海零酷网络科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.dljh.shlk.huawei.hmservice
同城游三扣,手机和平板,棋牌桌游,2025/07/11,浙江畅唐网络股份有限公司,,https://appgallery.huawei.com/app/detail?id=com.uc108.mobile.hnsk.hm
斗罗大陆：猎魂世界,手机和平板,角色扮演,2025/07/10,安徽三七网络科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.ahsq.dldllhsj.sysqharmony
星厨烹饪记,手机和平板,休闲益智,2025/07/10,成都怪趣科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.tasty.food.restaurant.diary.cook.games
魔宠降临,手机和平板,经营策略,2025/07/10,广州狮子科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.lion.mcjlhmos.huawei
御剑封魔,手机和平板,角色扮演,2025/07/09,奇天乐地科技（北京）有限公司,,https://appgallery.huawei.com/app/detail?id=com.qt.yjfm.huawei
绚丽切水果,手机(平板可下载),休闲益智,2025/07/09,深圳市时间坊贸易有限公司,,https://appgallery.huawei.com/app/detail?id=com.sjf.xlqsg.app.huawei
无畏三国,手机和平板,角色扮演,2025/07/08,广州矩游网络科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.juyouhm.wwsg.huawei
火影忍者,手机和平板,角色扮演,2025/07/04,深圳市腾讯计算机系统有限公司,,https://appgallery.huawei.com/app/detail?id=com.tencent.HKiHan
自在江湖,手机和平板,角色扮演,2025/07/02,江西贪玩信息技术有限公司,,https://appgallery.huawei.com/app/detail?id=com.tanwan.zzjhly.hos.huawei
微乐家乡麻将移动版,手机和平板,棋牌桌游,2025/06/30,家乡互动（厦门）网络科技有限公司,,https://appgallery.huawei.com/app/detail?id=hms.weile.jxmj.huawei
军棋,手机(平板可下载),棋牌桌游,2025/06/29,武汉市多比特信息科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.pdragon.junqi.harm
世界启元,手机和平板,经营策略,2025/06/28,北京儒意景秀网络科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.jingxiu.civhm.huawei
山海志异,手机和平板,角色扮演,2025/06/27,深圳千诺数卡网络科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.qnsk.shanhaizy2.huawei
决胜之心,手机和平板,经营策略,2025/06/26,厦门蝶之谷网络科技股份有限公司,,https://appgallery.huawei.com/app/detail?id=hmos.jszx.com.huawei
龙石战争,手机、平板和电脑,经营策略,2025/06/26,北京儒意景秀网络科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.jingxiu.lszzhm.huawei
会友湖南麻将,手机、平板和电脑,棋牌桌游,2025/06/25,广东宇游科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.xnt365.qp102.huawei
指间山海,手机和平板,角色扮演,2025/06/25,杭州逸舞网络科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.yoka.zjsh.hm.huawei
假日乐消消,手机和平板,休闲益智,2025/06/25,上海乐响网络科技发展有限公司,,https://appgallery.huawei.com/app/detail?id=com.happyelements.holidayharmony.huawei
